substrate,power,calibration,baked,bake time,sample number,pressure,mtime,burn quality,DW,filePath,CW,cell number
432,75W,false,no bake,12h,1,1200,1430526575.5456707,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 712 no bake-1.jy,unknown,unknown
432,75W,false,no bake,12h,2,1200,1430527196.894762,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 712 no bake-2.jy,unknown,unknown
432,75W,false,no bake,12h,1,1200,1430775593.6501808,good,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066713 bake expt/S432 713 nb 1-1.jy,unknown,unknown
432,75W,false,no bake,12h,2,1200,1430777312.8703883,good,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066713 bake expt/S432 713 nb 2-2.jy,unknown,unknown
432,75W,false,no bake,12h,2,1200,1430780318.0128665,good,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066713 bake expt/S432 713 nb 3-2.jy,unknown,unknown
432,75W,false,no bake,12h,1,1200,1430782153.0380776,good,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066713 bake expt/S432 713 nb 4-1.jy,unknown,unknown
432,75W,false,no bake,12h,1,1200,1430783083.080511,good,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066713 bake expt/S432 713 nb 5-1.jy,unknown,unknown
432,75W,false,no bake,12h,2,1200,1430769438.548194,ok,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066713 bake expt/S432 713 no bake 13-2.jy,unknown,unknown
432,2W,false,no bake,12h,6,900,1433897599.7842495,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\2W 900Pa/S432 713-6 nb-1.jy,unknown,unknown
432,2W,false,no bake,12h,7,900,1433899015.6703246,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\2W 900Pa/S432 713-7 nb-2.jy,unknown,unknown
432,2W,false,no bake,12h,8,900,1433901991.359951,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\2W 900Pa/S432 713-8 nb-1.jy,unknown,unknown
432,75W,false,no bake,12h,1,1200,1430767336.8189025,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066713 bake expt/S432 713nb 13-1.jy,unknown,unknown
432,75W,false,no bake,12h,2,1200,1430851811.154595,good,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066713 bake expt/S432 713nb1-2.jy,unknown,unknown
432,75W,false,no bake,12h,5,1200,1430852591.4211652,good,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066713 bake expt/S432 713nb2-5.jy,unknown,unknown
432,75W,false,no bake,12h,1,1200,1430845094.0526226,ok,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066713 bake expt/S432 713nb6-1.jy,unknown,unknown
432,75W,false,no bake,12h,1,1200,1430861201.090651,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066713 bake expt/S432 713nb7-1.jy,unknown,unknown
432,75W,false,baked,12h,1,1200,1431021624.8760903,bad,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066715 bake expt/S432 715 b12hrs 7-1.jy,unknown,unknown
432,75W,false,baked,12h,2,1200,1431022509.588032,bad,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066715 bake expt/S432 715 b12hrs 7-2.jy,unknown,unknown
432,75W,false,baked,12h,3,1200,1431542101.608902,ok,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066715 bake expt/S432 715 b12hrs 7-3.jy,unknown,unknown
432,unknown,false,baked,24h,1,unknown,1430956578.157848,good,unknown,Y:/Characterization/GDOES/TCO/NVS_Pulse_PC_Low_PW/S432 715 b24hrs 5-1.jy,unknown,unknown
432,75W,false,baked,24h,4,1200,1431546442.9119134,good,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066715 bake expt/S432 715 b24hrs 5-4.jy,unknown,unknown
432,75W,false,baked,48h,1,1200,1431023379.8979604,bad,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066715 bake expt/S432 715 b48hrs 3-1.jy,unknown,unknown
432,75W,false,baked,48h,2,1200,1431024349.4240634,bad,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066715 bake expt/S432 715 b48hrs 3-2.jy,unknown,unknown
432,75W,false,baked,48h,3,1200,1431543247.087714,very good,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066715 bake expt/S432 715 b48hrs 3-3.jy,unknown,unknown
432,unknown,false,baked,6h,1,unknown,1430952543.225973,ok,unknown,Y:/Characterization/GDOES/TCO/NVS_Pulse_PC_Low_PW/S432 715 b6hrs 1-1.jy,unknown,unknown
432,unknown,false,baked,6h,2,unknown,1430957771.2323434,good,unknown,Y:/Characterization/GDOES/TCO/NVS_Pulse_PC_Low_PW/S432 715 b6hrs 8-2.jy,unknown,unknown
432,75W,false,baked,6h,4,1200,1431545489.2198384,good,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066715 bake expt/S432 715 b6hrs 8-4.jy,unknown,unknown
432,75W,false,baked,72h,1,1200,1430935967.5267181,good,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066715 bake expt/S432 715 b72hrs 1-1.jy,unknown,unknown
432,unknown,false,baked,72h,2,unknown,1430954860.6100433,ok,unknown,Y:/Characterization/GDOES/TCO/NVS_Pulse_PC_Low_PW/S432 715 b72hrs 1-2.jy,unknown,unknown
432,75W,false,baked,72h,3,1200,1431540092.1195846,ok,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066715 bake expt/S432 715 b72hrs 1-3.jy,unknown,unknown
432,unknown,false,no bake,12h,2,unknown,1430953610.4862475,N/A,unknown,Y:/Characterization/GDOES/TCO/NVS_Pulse_PC_Low_PW/S432 715 nb 2-2.jy,unknown,unknown
432,75W,false,no bake,12h,1,1200,1430935151.3332846,ok,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066715 bake expt/S432 715 nb2-1.jy,unknown,unknown
432,75W,false,no bake,72h,1,1200,1430934440.7364366,good,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066715 bake expt/S432 715 nb4-1.jy,unknown,unknown
432,unknown,false,no bake,12h,2,unknown,1430943514.1631486,good,unknown,Y:/Characterization/GDOES/TCO/NVS_Pulse_PC_Low_PW/S432 715 nb6 -2.jy,unknown,unknown
432,75W,false,no bake,12h,1,1200,1430933499.612345,good,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066715 bake expt/S432 715 nb6-1.jy,unknown,unknown
432,75W,false,baked,12h,3,1200,1431541925.8589933,N/A,unknown,Y:/Characterization/GDOES/TCO/051215 3.75W 1200Pa/S432 715b12hrs 7-3.jy,unknown,unknown
432,75W,false,baked,24h,4,1200,1431546307.8624763,N/A,unknown,Y:/Characterization/GDOES/TCO/051215 3.75W 1200Pa/S432 715b24hrs 5-4.jy,unknown,unknown
432,75W,false,baked,48h,3,1200,1431543105.7202656,N/A,unknown,Y:/Characterization/GDOES/TCO/051215 3.75W 1200Pa/S432 715b48hrs 3-3.jy,unknown,unknown
432,75W,false,baked,6h,3,1200,1431544543.0625765,N/A,unknown,Y:/Characterization/GDOES/TCO/051215 3.75W 1200Pa/S432 715b6hrs 8-3.jy,unknown,unknown
432,75W,false,baked,6h,4,1200,1431545285.0622797,N/A,unknown,Y:/Characterization/GDOES/TCO/051215 3.75W 1200Pa/S432 715b6hrs 8-4.jy,unknown,unknown
432,2W,false,no bake,12h,6,unknown,1433897841.8342748,good,unknown,Y:/Characterization/GDOES/TCO/NVS_Pulse_TCO_2W/S432 C01066713-6 nb-1.jy,unknown,01066713
432,2W,false,no bake,72h,7,unknown,1433900867.533977,good,unknown,Y:/Characterization/GDOES/TCO/NVS_Pulse_TCO_2W/S432 C01066713-7 nb-1.jy,unknown,01066713
432,2W,false,no bake,12h,8,unknown,1433902105.3805513,good,unknown,Y:/Characterization/GDOES/TCO/NVS_Pulse_TCO_2W/S432 C01066713-8 nb-1.jy,unknown,01066713
432,unknown,false,baked,12h,1,unknown,1431023190.030027,N/A,unknown,Y:/Characterization/GDOES/TCO/NVS_Pulse_PC_Low_PW/S432 b12hrs 3-1.jy,unknown,unknown
432,unknown,false,baked,12h,1,unknown,1431021381.1412623,N/A,unknown,Y:/Characterization/GDOES/TCO/NVS_Pulse_PC_Low_PW/S432 b12hrs 7-1.jy,unknown,unknown
432,unknown,false,baked,12h,2,unknown,1431022313.729688,N/A,unknown,Y:/Characterization/GDOES/TCO/NVS_Pulse_PC_Low_PW/S432 b12hrs 7-2.jy,unknown,unknown
432,75W,false,baked,24h,1,1200,1430931379.3970208,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 b24hrs 1-1.jy,unknown,unknown
432,75W,false,baked,24h,1,1200,1430936823.4690216,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 b24hrs 5-1.jy,unknown,unknown
432,75W,false,baked,24h,2,1200,1430937546.1870909,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 b24hrs 5-2.jy,unknown,unknown
432,75W,false,baked,30m,2,1200,1430760000.628441,ok,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 b30m-2.jy,unknown,unknown
432,75W,false,baked,30m,3,1200,1430761237.8198142,ok,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 b30m-3.jy,unknown,unknown
432,unknown,false,baked,48h,2,unknown,1431024169.4465473,N/A,unknown,Y:/Characterization/GDOES/TCO/NVS_Pulse_PC_Low_PW/S432 b48hrs 3-2.jy,unknown,unknown
432,unknown,false,baked,6h,1,unknown,1430952192.3891692,N/A,unknown,Y:/Characterization/GDOES/TCO/NVS_Pulse_PC_Low_PW/S432 b6hrs 1-1.jy,unknown,unknown
432,75W,false,baked,72h,1,1200,1430935740.6399198,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 b72hrs 1-1.jy,unknown,unknown
432,75W,false,baked,72h,1,1200,1430932607.1971774,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 b72hrs 5-1.jy,unknown,unknown
432,unknown,false,baked,72h,1,unknown,1433267474.9286287,N/A,121,Y:/Characterization/GDOES/TCO/S00432/S432 b72hrs dw121 cw20-1.jy,20,unknown
432,unknown,false,baked,72h,1,unknown,1433268491.5980144,ok,128,Y:/Characterization/GDOES/TCO/S00432/S432 b72hrs dw128 cw20-1.jy,20,unknown
432,unknown,false,baked,72h,3,unknown,1433206810.9648821,good,152,Y:/Characterization/GDOES/TCO/S00432/S432 b72hrs dw152 cw63-3.jy,63,unknown
432,unknown,false,baked,72h,1,unknown,1433266284.9243505,OK,168,Y:/Characterization/GDOES/TCO/S00432/S432 b72hrs dw168 cw20-1.jy,20,unknown
432,unknown,false,baked,72h,1,unknown,1433203989.009338,N/A,179,Y:/Characterization/GDOES/TCO/S00432/S432 b72hrs dw179 cw54-1.jy,54,unknown
432,unknown,false,baked,72h,2,unknown,1433205364.140341,OK,28,Y:/Characterization/GDOES/TCO/S00432/S432 b72hrs dw28 cw54-2 OK noisy 380s.jy,54,unknown
432,unknown,false,baked,72h,1,unknown,1433188110.6778972,bad,48,Y:/Characterization/GDOES/TCO/S00432/S432 b72hrs dw48 cw20-1.jy,20,unknown
432,unknown,false,baked,72h,2,unknown,1433189292.6763732,ok,48,Y:/Characterization/GDOES/TCO/S00432/S432 b72hrs dw48 cw20-2.jy,20,unknown
432,unknown,false,baked,72h,3,unknown,1433191785.100139,ok,48,Y:/Characterization/GDOES/TCO/S00432/S432 b72hrs dw48 cw20-3.jy,20,unknown
432,unknown,false,baked,72h,3,unknown,1433207855.2619164,N/A,81,Y:/Characterization/GDOES/TCO/S00432/S432 b72hrs dw81 cw63-3.jy,63,unknown
432,unknown,false,baked,72h,1,unknown,1433195023.2246144,ok,82,Y:/Characterization/GDOES/TCO/S00432/S432 b72hrs dw82 cw20-1.jy,20,unknown
432,unknown,false,baked,72h,2,unknown,1433196447.0703154,good,82,Y:/Characterization/GDOES/TCO/S00432/S432 b72hrs dw82 cw20-2.jy,20,unknown
432,unknown,false,baked,72h,1,unknown,1433197706.888916,ok,88,Y:/Characterization/GDOES/TCO/S00432/S432 b72hrs dw88 cw20-1.jy,20,unknown
432,unknown,false,baked,72h,1,unknown,1433199860.191898,ok,95,Y:/Characterization/GDOES/TCO/S00432/S432 b72hrs dw95 cw20-1.jy,20,unknown
432,75W,false,baked,30m,2,1200,1430762551.4139094,ok,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 ctrl30m-2.jy,unknown,unknown
432,75W,false,baked,30m,3,1200,1430763555.2756727,ok,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 ctrl30m-3.jy,unknown,unknown
432,75W,false,baked,30m,4,1200,1430764396.3199499,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 ctrl30m-4.jy,unknown,unknown
432,75W,false,baked,12h,1,1200,1432848911.1006606,bad,152,Y:/Characterization/GDOES/TCO/052815 3.75W 1200Pa/S432 dw152 cw63-1.jy,63,unknown
432,75W,false,baked,12h,2,1200,1433185705.9078853,N/A,152,Y:/Characterization/GDOES/TCO/060115 3.75W 1200Pa/S432 dw152 cw63-2.jy,63,unknown
432,75W,false,baked,12h,3,1200,1433206704.6506956,N/A,152,Y:/Characterization/GDOES/TCO/052215 3.75W 1200Pa/S432 dw152 cw63-3.jy,63,unknown
432,75W,false,baked,12h,1,1200,1433203757.8013318,N/A,179,Y:/Characterization/GDOES/TCO/052215 3.75W 1200Pa/S432 dw179 cw54-1.jy,54,unknown
432,75W,false,baked,12h,1,1200,1433204383.14403,N/A,28,Y:/Characterization/GDOES/TCO/052215 3.75W 1200Pa/S432 dw28 cw54-1.jy,54,unknown
432,75W,false,baked,12h,2,1200,1433205258.699756,N/A,28,Y:/Characterization/GDOES/TCO/052215 3.75W 1200Pa/S432 dw28 cw54-2.jy,54,unknown
432,75W,false,baked,12h,3,1200,1433190230.8620212,N/A,48,Y:/Characterization/GDOES/TCO/052215 3.75W 1200Pa/S432 dw48 cw2-3.jy,2,unknown
432,75W,false,baked,12h,1,1200,1432846604.8642228,ok,81,Y:/Characterization/GDOES/TCO/052815 3.75W 1200Pa/S432 dw81 cw63-1.jy,63,unknown
432,75W,false,baked,12h,2,1200,1432847865.477624,ok,81,Y:/Characterization/GDOES/TCO/052815 3.75W 1200Pa/S432 dw81 cw63-2.jy,63,unknown
432,75W,false,baked,12h,3,1200,1433207814.670645,N/A,81,Y:/Characterization/GDOES/TCO/052215 3.75W 1200Pa/S432 dw81 cw63-3.jy,63,unknown
432,75W,false,baked,12h,2,1200,1433196154.913002,N/A,82,Y:/Characterization/GDOES/TCO/052215 3.75W 1200Pa/S432 dw82 cw2-2.jy,2,unknown
432,75W,false,baked,12h,1,1200,1433194854.962719,N/A,82,Y:/Characterization/GDOES/TCO/052215 3.75W 1200Pa/S432 dw82 cw20-1.jy,20,unknown
432,75W,false,baked,12h,2,1200,1433197503.2857704,N/A,88,Y:/Characterization/GDOES/TCO/052215 3.75W 1200Pa/S432 dw88 cw20-2.jy,20,unknown
432,75W,false,baked,12h,3,1200,1433198260.8458889,N/A,88,Y:/Characterization/GDOES/TCO/052215 3.75W 1200Pa/S432 dw88 cw20-3.jy,20,unknown
432,75W,false,baked,12h,1,1200,1433198818.9368691,N/A,95,Y:/Characterization/GDOES/TCO/052215 3.75W 1200Pa/S432 dw95 cw20-1.jy,20,unknown
432,75W,false,baked,12h,2,1200,1433199667.78116,N/A,95,Y:/Characterization/GDOES/TCO/052215 3.75W 1200Pa/S432 dw95 cw20-2.jy,20,unknown
432,75W,false,no bake,12h,1,1200,1430775349.6657522,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb 1-1.jy,unknown,unknown
432,75W,false,no bake,12h,1,1200,1430776446.706479,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb 2-1.jy,unknown,unknown
432,75W,false,no bake,12h,2,1200,1430777133.454473,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb 2-2.jy,unknown,unknown
432,75W,false,no bake,12h,3,1200,1430777919.5398538,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb 2-3.jy,unknown,unknown
432,75W,false,no bake,12h,4,1200,1430778607.6102622,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb 2-4.jy,unknown,unknown
432,75W,false,no bake,12h,1,1200,1430779297.9114747,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb 3-1.jy,unknown,unknown
432,75W,false,no bake,h,2,1200,1430780152.9333766,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb 3-2.jy,unknown,unknown
432,75W,false,no bake,12h,3,1200,1430781058.9145558,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb 3-3.jy,unknown,unknown
432,75W,false,no bake,12h,1,1200,1430781926.69728,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb 4-1.jy,unknown,unknown
432,75W,false,no bake,12h,1,1200,1430782901.9017928,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb 5-1.jy,unknown,unknown
432,unknown,false,no bake,12h,2,unknown,1431028610.7704394,N/A,unknown,Y:/Characterization/GDOES/TCO/NVS_Pulse_PC_Low_PW/S432 nb 6-2.jy,unknown,unknown
432,75W,false,no bake,12h,1,1200,1430861030.0673628,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb 7-1.jy,unknown,unknown
432,75W,false,no bake,12h,1,1200,1430862089.293811,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb2-1.jy,unknown,unknown
432,75W,false,no bake,12h,2,1200,1430862764.447397,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb2-2.jy,unknown,unknown
432,75W,false,no bake,12h,3,1200,1430935004.4746265,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb2-3.jy,unknown,unknown
432,75W,false,no bake,12h,1,1200,1430863616.692494,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb4-1.jy,unknown,unknown
432,75W,false,no bake,12h,2,1200,1430867185.945551,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb4-2.jy,unknown,unknown
432,75W,false,no bake,12h,3,1200,1430934286.795366,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb4-3.jy,unknown,unknown
432,75W,false,no bake,30m,1,1200,1430844863.0006168,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb6-1.jy,unknown,unknown
432,75W,false,no bake,12h,2,1200,1430868012.2634022,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb6-2.jy,unknown,unknown
432,75W,false,no bake,12h,3,1200,1430933373.330123,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432 nb6-3.jy,unknown,unknown
432,75W,false,no bake,12h,2,1200,1430851500.1368487,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432-nb 1-2.jy,unknown,unknown
432,75W,false,no bake,12h,2,1200,1430855889.664346,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa\C01066712 bake expt/S432-nb 4-2.jy,unknown,unknown
432,75W,false,baked,12h,4,1200,1433986441.0867903,good,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa/S432.20 BK 72SC-4 new anode.jy,unknown,unknown
432,75W,false,baked,12h,4,1200,1433985634.636786,N/A,unknown,Y:/Characterization/GDOES/TCO/S00432 bake expt\3.75W 1200Pa/S432.37 BK 12SC-4 new anode.jy,unknown,unknown
433,75W,false,baked,12h,2,1200,1433886015.6215394,OK,192,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 b12 dw192 cw63-2.jy,63,unknown
433,75W,false,baked,12h,2,1200,1433887796.2114546,Good,196,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 b12 dw196 cw63-2.jy,63,unknown
433,75W,false,baked,12h,1,1200,1433347748.6953375,ok,123,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa\Bad Anode/S433 b12hrs dw123 cw54-1.jy,54,unknown
433,75W,false,baked,12h,2,1200,1433349309.7900794,ok,123,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa\Bad Anode/S433 b12hrs dw123 cw54-2.jy,54,unknown
433,75W,false,baked,12h,3,1200,1433884519.4697115,good,123,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 b12hrs dw123cw54-3.jy,54,unknown
433,75W,false,baked,12h,1,1200,1433355709.9448967,good,128,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 b12hrs dw128 cw54-1.jy,54,unknown
433,75W,false,baked,12h,1,1200,1433283452.4714434,OK,192,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa\Bad Anode/S433 b12hrs dw192 cw63-1.jy,63,unknown
433,75W,false,baked,12h,1,1200,1433284580.6498249,ok,196,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa\Bad Anode/S433 b12hrs dw196 cw63-1.jy,63,unknown
433,75W,false,baked,12h,2,1200,1433866334.4184313,ok,227,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 b12hrs dw227 cw63-2.jy,63,unknown
433,75W,false,baked,12h,2,1200,1433888878.104555,good,16,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 b72 dw 16 cw20-2.jy,20,unknown
433,75W,false,baked,12h,2,1200,1433892245.316257,ok,175,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 b72 dw 175 cw80-2.jy,80,unknown
433,75W,false,baked,12h,2,1200,1433890058.8394287,ok,88,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 b72 dw 88 cw37-2.jy,37,unknown
433,75W,false,baked,12h,3,1200,1433891110.7336762,good,95,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 b72 dw 95 cw80-3.jy,80,unknown
433,75W,false,baked,72h,3,1200,1433893691.8755977,very good,208,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 b72hrs dw 208 cw80-3.jy,80,unknown
433,75W,false,baked,72h,3,1200,1433894561.6083252,N/A,215,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 b72hrs dw 215 cw80-3.jy,80,unknown
433,75W,false,baked,72h,2,1200,1433895846.5595703,very good,222,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 b72hrs dw 222 cw20-2.jy,20,unknown
433,75W,false,baked,72h,1,1200,1433271500.7896874,ok,16,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa\Bad Anode/S433 b72hrs dw16 cw20-1.jy,20,unknown
433,75W,false,baked,72h,1,1200,1433273462.6803334,ok,175,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa\Bad Anode/S433 b72hrs dw175 cw80-1.jy,80,unknown
433,75W,false,baked,72h,1,1200,1433286004.8479142,ok,208,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa\Bad Anode/S433 b72hrs dw208 cw80-1.jy,80,unknown
433,75W,false,baked,72h,2,1200,1433356838.1388783,ok,208,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 b72hrs dw208 cw80-2.jy,80,unknown
433,75W,false,baked,72h,1,1200,1433287375.5131216,ok,215,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa\Bad Anode/S433 b72hrs dw215 cw80-1.jy,80,unknown
433,75W,false,baked,72h,2,1200,1433288454.629417,ok,215,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa\Bad Anode/S433 b72hrs dw215 cw80-2.jy,80,unknown
433,75W,false,baked,72h,1,1200,1433282202.1448472,ok,221,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa\Bad Anode/S433 b72hrs dw221 cw20-1.jy,20,unknown
433,75W,false,baked,72h,1,1200,1433280896.2971656,ok,222,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa\Bad Anode/S433 b72hrs dw222 cw20-1.jy,20,unknown
433,75W,false,baked,72h,1,1200,1433358812.6291342,ok,227,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 b72hrs dw227 cw63-1.jy,63,unknown
433,75W,false,baked,72h,1,1200,1433357837.3986335,N/A,232,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 b72hrs dw232 cw63-1.jy,63,unknown
433,75W,false,baked,72h,1,1200,1433272549.81353,Ok,88,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa\Bad Anode/S433 b72hrs dw88 cw37-1.jy,37,unknown
433,75W,false,baked,72h,1,1200,1433279583.9916606,ok,95,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa\Bad Anode/S433 b72hrs dw95 cw80-1.jy,80,unknown
433,75W,false,baked,72h,2,1200,1433279397.2125325,ok,95,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa\Bad Anode/S433 b72hrs dw95 cw80-2.jy,80,unknown
433,75W,false,no bake,12h,1,1200,1433876915.3165793,good,159,Y:/Characterization/GDOES/TCO/S00433\3.75W 1200Pa/S433 nb dw159 cw54-1.jy,54,unknown
